?Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,Drafted
133,Marcus Denmon,4,11-Dec,G,Missouri,Big 12,35,1212,25.6,0.621,0.574,3.9,15.1,9.6,11.5,2.7,0.1,7.6,23.6,561,129.7,101.5,5.2,1.5,6.7,9,0.4,9.3,1
134,Jordan Ford,3,2018-19,G,Saint Mary's (CA),WCC,34,1255,25.4,0.595,0.557,1.7,7.7,4.8,14.9,2.1,0.1,9.7,28.7,664,122.3,103.8,5.1,1.5,6.7,6.8,-0.2,6.6,0
135,Devonte' Graham,4,2017-18,G,Kansas,Big 12,39,1474,21.2,0.568,0.51,2,9.6,6,31.4,2.4,0.1,15.5,23.9,770,120.2,105.1,4.9,1.8,6.7,7,1.4,8.4,1
136,Jordan Hamilton,2,10-Nov,G,Texas,Big 12,36,1159,25.6,0.55,0.522,7,18.5,12.9,14.6,1.6,1.8,11.2,29.1,612,115.5,90.6,4,2.7,6.7,7.2,3.3,10.4,0
138,Jeremy Ingram,4,2013-14,G,North Carolina Central,MEAC,34,1170,23.7,0.575,0.509,3.5,9.7,6.7,8.1,2.9,2.3,10.2,30.7,610,118,92.6,3.9,2.8,6.7,3.2,-0.4,2.8,0
139,Nick Johnson,3,2013-14,G,Arizona,Pac-12,38,1257,21.5,0.549,0.498,3,11.1,7.2,17.6,2.1,2,10.2,26.3,573,117,92.4,3.6,3.1,6.7,5.7,4.6,10.3,1
140,Dedric Lawson,3,2018-19,F,Kansas,Big 12,36,1175,28.5,0.578,0.525,11,23.2,17.4,11.1,2.2,3.7,12.1,29.1,679,117.4,94.6,4.2,2.5,6.7,5.8,4.4,10.2,0
141,Lauri Markkanen,1,2016-17,F,Arizona,Pac-12,37,1140,25,0.635,0.584,10,17.5,14,5.6,0.8,1.8,8.1,22.5,534,134.1,100.4,4.8,1.8,6.7,7.8,1.5,9.3,1
142,K.J. McDaniels,3,2013-14,F,Clemson,ACC,36,1212,28.4,0.566,0.505,8.8,15.9,12.5,12.8,2.3,8.9,13.3,29.1,579,114.4,90.8,3.6,3.1,6.7,5.6,7.3,12.9,1
143,Jahlil Okafor,1,2014-15,C,Duke,ACC,38,1143,30.7,0.641,0.664,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,609,119.9,95.4,4.5,2.2,6.7,6.8,4.1,10.9,1
144,Victor Oladipo,3,2012-13,G,Indiana,Big Ten,36,1021,28.9,0.671,0.648,11.8,15.1,13.5,15.2,4.6,2.8,18.5,22.2,478,125.7,87.3,4.2,2.6,6.7,9.7,7.3,17,0
145,Kelly Olynyk,3,2012-13,F,Gonzaga,WCC,32,845,36.2,0.675,0.642,11.8,22.6,17.4,15.1,1.6,5.1,15.4,30.7,516,127.1,89.9,4.7,1.9,6.7,8.7,4.7,13.4,1
150,Alec Burks,2,10-Nov,G,Colorado,Big 12,38,1193,29.4,0.574,0.495,9.2,14.8,12.1,19.6,2,1,12.7,32.3,771,120.2,106,5.6,1,6.6,7.3,-0.1,7.2,0
152,Corey Davis Jr.,4,2018-19,G,Houston,AAC,37,1222,21.2,0.579,0.535,2.4,8.3,5.4,16.9,1.8,0.3,9,24.5,574,122.8,96.3,4.3,2.4,6.6,7.5,1.1,8.6,0
153,Trey Freeman,4,2015-16,G,Old Dominion,CUSA,38,1333,24.9,0.503,0.463,1.8,11.9,6.8,21.4,1.9,0.4,5.4,34.9,752,113.4,100.6,4.4,2.1,6.6,3.9,-0.8,3.1,0
154,Montrezl Harrell,3,2014-15,F,Louisville,ACC,35,1229,24.8,0.588,0.578,10,19.1,14.5,9.2,1.6,3.7,12.9,22.3,521,117.4,90.3,3.6,3,6.6,4.6,4.7,9.2,1
155,Tu Holloway,3,10-Nov,G,Xavier,A-10,32,1228,24.9,0.602,0.5,1.9,13.4,7.9,30.4,2.3,0.2,17.3,27.5,644,118.5,98.9,4.7,1.9,6.6,7.8,1.3,9,0
156,Wendell McKines,4,11-Dec,F,New Mexico State,WAC,35,1179,25.4,0.553,0.512,11.5,25.8,18.5,9.7,1.3,1.1,10.6,26.3,614,120.2,95.3,4.4,2.1,6.6,4.2,-0.2,4,0
157,Tony Mitchell,2,10-Nov,F,Alabama,SEC,37,1167,26.4,0.573,0.557,9.9,15.7,12.9,9.8,3.1,3.9,11.5,24.6,519,116.8,88.7,3.6,2.9,6.6,5.1,4,9,1
158,Jacob Parker,3,2013-14,F,Stephen F. Austin,Southland,35,1010,27.3,0.623,0.574,10.2,21.9,15.6,14.4,2.9,2.2,9.5,22.2,472,133.4,93.4,4.2,2.4,6.6,5,2.4,7.4,0
159,Grant Riller,3,2018-19,G,College of Charleston,CAA,33,1172,28.8,0.625,0.585,2.1,9.9,6.1,26.3,2.1,0.2,12,30.4,705,123.3,106.3,5.4,1.2,6.6,6.6,-1.5,5.1,0
160,Nikola Vucevic,3,10-Nov,F,Southern California,Pac-10,34,1187,27.1,0.578,0.539,9.8,25.6,17.7,11,0.9,4.4,10.3,25.5,558,119,94.3,4.2,2.4,6.6,5.1,4.4,9.5,0
161,Jeff Withey,4,2012-13,C,Kansas,Big 12,37,1144,27.2,0.621,0.583,8.8,22.3,16.1,6.2,1.4,13.7,15.1,21.5,467,117.8,84.2,3.4,3.2,6.6,2.7,9.9,12.6,1
162,Cameron Bairstow,4,2013-14,F,New Mexico,MWC,34,1119,29,0.611,0.558,8.5,16.5,12.8,11.8,1,4.9,10.7,29.9,627,122.9,99.6,4.5,2,6.5,4.9,2.6,7.5,1
163,Ron Baker,3,2014-15,G,Wichita State,MVC,35,1145,23.8,0.568,0.534,3.2,13.7,8.3,16.7,2.5,2.8,7.9,23.3,475,123.3,92.7,4,2.5,6.5,6.9,3.5,10.4,0
164,R.J. Barrett,1,2018-19,F,Duke,ACC,38,1341,23.3,0.532,0.506,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,834,110.1,95.9,3.8,2.7,6.5,5.3,2.4,7.7,0
165,Jerrelle Benimon,4,2013-14,F,Towson,CAA,36,1307,26.9,0.596,0.546,7.7,25.2,17.2,23.2,1.2,3.4,18,27.2,691,116.6,99.5,4.2,2.3,6.5,3.7,2.4,6,0
166,Joel Bolomboy,4,2015-16,F,Weber State,Big Sky,33,1041,29.1,0.634,0.602,13.1,31.3,23,7.4,1.3,3.6,14.9,26.1,552,121,90,3.8,2.7,6.5,1.5,2.1,3.5,1
167,Martin Breunig,4,2015-16,F,Montana,Big Sky,33,1005,31.4,0.653,0.625,11.9,24.1,18.1,11.8,1.3,4.5,13.3,28.8,585,125.3,96.8,4.5,2,6.5,4.5,1.7,6.2,0
168,Yogi Ferrell,4,2015-16,G,Indiana,Big Ten,35,1215,22.9,0.6,0.55,3.5,9.3,6.6,28.4,1.8,0.1,14.8,24.3,650,127.5,105.5,5.1,1.4,6.5,7.5,0.5,8,0
169,Andrew Goudelock,4,10-Nov,G,College of Charleston,Southern,37,1302,26.7,0.575,0.549,2.3,9.9,6.3,26.4,1.5,0.5,13.5,34.5,830,115.1,105.7,5.3,1.2,6.5,6.5,-2.6,4,0
170,Erick Green,4,2012-13,G,Virginia Tech,ACC,32,1166,31.6,0.592,0.53,1.4,11.6,6.3,27,2.1,0.6,9.3,32.4,753,123.6,111.4,6.2,0.3,6.5,11.3,-1.8,9.5,1
171,John Jenkins,3,11-Dec,G,Vanderbilt,SEC,35,1177,26,0.656,0.62,1.7,9.1,5.4,8.4,1.5,1,9.4,26.2,579,129.4,104.3,5.4,1.1,6.5,10.3,-0.6,9.7,0
172,Tyus Jones,1,2014-15,G,Duke,ACC,39,1322,20.4,0.575,0.489,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,532,125,99.2,4.4,2.1,6.5,6.6,2.8,9.4,1
173,Shane Larkin,2,2012-13,G,Miami (FL),ACC,36,1311,22.6,0.6,0.569,1.6,11.4,6.5,26.1,3.4,0.3,15.9,21.3,537,119.2,95.9,4.3,2.3,6.5,7.4,3.2,10.6,0
174,Fletcher Magee,4,2018-19,G,Wofford,Southern,35,1098,24.7,0.627,0.593,1.5,8.6,5.1,9.4,1.4,0.3,8,28.4,602,128.4,101.4,5,1.6,6.5,8.2,-2.4,5.8,0
175,T.J. McConnell,4,2014-15,G,Arizona,Pac-12,38,1158,22.9,0.57,0.538,2.8,12.5,7.8,39,4.3,0.3,18.4,18.9,476,119.8,88.2,3.5,3,6.5,7,5.7,12.7,0
176,Ben McLemore,1,2012-13,G,Kansas,Big 12,37,1191,23.2,0.633,0.586,5,13.2,9.4,12.6,1.8,2.2,14.2,23.2,530,121.4,93.7,4.2,2.3,6.5,7.3,2.9,10.2,0
177,Monte Morris,4,2016-17,G,Iowa State,Big 12,35,1237,24.7,0.555,0.523,3.7,11.3,7.6,32,2.4,0.8,7.5,22.8,645,126.1,103,4.8,1.7,6.5,7.8,2.9,10.7,1
178,Dominique Morrison,4,11-Dec,F,Oral Roberts,Summit,34,1240,24.5,0.613,0.55,3.6,13.8,8.4,9.7,1.4,1.1,9.4,26.1,598,126.9,105.9,5.5,1,6.5,5.3,-2.2,3.1,0
179,Kendrick Perry,4,2013-14,G,Youngstown State,Horizon,32,1168,27.8,0.623,0.579,3,10.7,6.8,26.3,3.8,0.9,9.9,26.9,656,127.6,104.6,5,1.5,6.5,8,-0.4,7.7,0
180,Terry Taylor,2,2018-19,G,Austin Peay,OVC,33,1092,29.6,0.607,0.582,11.3,19.4,15.3,10.6,1.8,3.1,10.3,27.2,641,125.4,100.1,4.7,1.7,6.5,5.4,-0.5,4.9,0
181,T.J. Warren,2,2013-14,F,North Carolina State,ACC,35,1238,31.3,0.574,0.548,10.8,12.7,11.8,8.6,3.1,1.8,9.9,35.5,775,116.6,103.6,4.7,1.7,6.5,8.3,0.5,8.8,1
182,Jordan Adams,2,2013-14,G,UCLA,Pac-12,36,1082,28.3,0.603,0.545,7.5,13.1,10.4,14.7,5,0.6,9.4,26.5,594,125.1,96.9,4.2,2.2,6.4,8.7,3.3,12,1
183,Tookie Brown,3,2017-18,G,Georgia Southern,Sun Belt,32,1035,28.2,0.647,0.601,2,11.5,6.6,28.5,3.1,1.1,14.6,25.6,598,127.4,98.9,4.5,1.9,6.4,7.2,0.7,7.9,0
184,Jason Burnell,4,2018-19,F,Jacksonville State,OVC,32,1081,26.7,0.595,0.544,10.4,21.3,15.9,17.1,1.8,3.2,12.5,23.4,564,124.4,94.4,4.1,2.3,6.4,4.7,2.5,7.3,0
185,Dwayne Evans,3,2012-13,F,Saint Louis,A-10,35,1036,26.3,0.612,0.555,10.2,23.9,16.8,8.7,2.6,2.6,13.4,24.3,469,119.2,86.1,3.7,2.7,6.4,4.2,4.7,8.9,0
186,C.J. Fair,3,2012-13,F,Syracuse,Big East,40,1394,20.4,0.542,0.502,6.6,16.6,11.4,4.4,1.9,3.8,10.5,21.7,515,113.5,91.5,3.4,2.9,6.4,2.6,3.4,6,0
187,Michael Glover,3,10-Nov,F,Iona,MAAC,37,1269,26,0.621,0.61,12.5,21.7,17,5.4,1.3,2.8,13.4,24.6,624,119.8,98.4,4.4,2,6.4,3.2,0.1,3.2,0
188,Jon Axel Gudmundsson,3,2018-19,G,Davidson,A-10,34,1252,23.5,0.602,0.538,2.5,20,11.6,27.1,2.2,0.3,15,24.3,598,118.9,97.6,4.1,2.3,6.4,5.1,2,7.1,0
189,Ben Hansbrough,4,10-Nov,G,Notre Dame,Big East,34,1202,24.8,0.635,0.586,2.6,9.6,6.3,26.8,2.1,0.3,14.1,25.4,589,124.9,103.2,5.1,1.4,6.4,9.6,0.7,10.3,0
190,Ethan Happ,2,2016-17,F,Wisconsin,Big Ten,37,1033,31.5,0.576,0.586,13.2,25.4,19.1,23.1,4,4.7,15.1,26.7,532,116.4,86.6,3.4,3,6.4,6.5,9.3,15.8,0
192,Maurice Kemp,4,2012-13,F,East Carolina,CUSA,35,1202,27.3,0.577,0.523,8.4,18.1,13.3,15.4,2.9,2.9,10.5,26.3,629,119.5,98.1,4.6,1.8,6.4,4.6,1.7,6.3,0
193,Derrick Marks,4,2014-15,G,Boise State,MWC,32,998,30.2,0.593,0.566,2.1,12.9,7.6,26.1,3.8,1.7,11.5,33.5,573,117.1,92.4,4.1,2.2,6.4,7.9,2.9,10.9,0
194,Preston Medlin,2,11-Dec,G,Utah State,WAC,37,1302,23.9,0.647,0.612,0.5,14.4,7.9,21.3,1.3,0.4,13.1,23.6,574,124.8,104,5.1,1.3,6.4,7.6,-1,6.6,0
195,Jonathan Stark,4,2017-18,G,Murray State,OVC,32,1165,23.8,0.611,0.563,1.3,6.9,4.3,22.1,2.2,0.6,12.2,27.9,640,123.6,101.8,4.6,1.8,6.4,6.3,-1.4,4.9,0
196,Caleb Swanigan,2,2016-17,F,Purdue,Big Ten,35,1139,26.2,0.62,0.572,10.7,32.7,22.5,18.9,0.8,2.5,18.5,28.1,640,116.2,92.7,3.7,2.6,6.4,5,5.6,10.6,1
197,Karl-Anthony Towns,1,2014-15,F,Kentucky,SEC,39,822,31.4,0.627,0.57,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,391,126.8,78.1,3.5,2.9,6.4,6.5,10.8,17.3,1
198,Muhammad-Ali Abdur-Rahkman,4,2017-18,G,Michigan,Big Ten,41,1432,17.9,0.554,0.519,2.3,11,6.7,17.2,1.5,0.5,5.9,19.2,534,122.1,99.7,3.8,2.5,6.3,4.8,3.3,8.1,0
199,Peyton Aldridge,4,2017-18,F,Davidson,A-10,33,1245,25.4,0.591,0.552,4.9,19.8,12.7,14,0.6,2,6.3,28.2,652,122,104.3,4.7,1.6,6.3,5.4,0.2,5.6,0
200,Kerry Blackshear Jr.,3,2018-19,F,Virginia Tech,ACC,35,1050,25.9,0.583,0.537,13.7,18.4,16.1,17.3,1.4,4,12.3,26.6,548,122.4,96.3,4.2,2,6.3,5.8,4.4,10.2,0
201,Ryan Broekhoff,3,11-Dec,G,Valparaiso,Horizon,34,1107,26.9,0.635,0.591,7.5,26.2,17.2,16.7,2.5,2.1,12.5,22.5,490,125.8,95.5,4.3,2,6.3,7,1.8,8.8,0
202,Jimmy Butler,4,10-Nov,G,Marquette,Big East,37,1282,24,0.587,0.516,8.2,12,10.1,13.2,2.4,1.1,9.8,21.3,569,126.8,102.5,4.8,1.5,6.3,7,2.4,9.4,0
203,Jalen Cannon,4,2014-15,F,St. Francis (NY),NEC,35,1184,26.2,0.583,0.553,12.7,23.2,17.6,6.9,1.2,2.4,10.7,22.7,524,122.9,96.8,4.1,2.1,6.3,3.3,-0.6,2.8,0
205,Malcolm Delaney,4,10-Nov,G,Virginia Tech,ACC,34,1300,21.9,0.585,0.515,2.6,8.3,5.5,22.7,2.6,0.5,15.9,26.1,623,115.4,97.6,4.2,2.2,6.3,6.7,1.4,8.1,0
206,Brandon Goodwin,3,2016-17,G,Florida Gulf Coast,A-Sun,34,1073,26.7,0.617,0.576,3.2,13,8.4,24.4,2.2,0.2,12.4,27,610,125.8,100.9,4.6,1.7,6.3,6.2,-0.4,5.8,0
207,Alex Hamilton,4,2015-16,G,Louisiana Tech,CUSA,33,1166,26.6,0.585,0.536,3.2,14.1,8.7,35.3,3.1,1.4,15.7,27.2,694,117.4,97,4,2.2,6.3,5.5,1.4,6.9,0
208,Tyler Haws,4,2014-15,G,Brigham Young,WCC,35,1125,27.6,0.597,0.53,4.7,10.7,7.8,16.1,1.7,0.8,9.6,31,696,123.9,106.1,5.2,1,6.3,6.8,-1.1,5.6,0
209,Quinton Hooker,3,2015-16,G,North Dakota,Big Sky,32,1136,25.8,0.61,0.546,3.7,11.4,7.7,21.1,2.9,0.8,9.9,25.3,622,123.8,98.6,4.3,2,6.3,5.8,0.2,6.1,0
211,Jon Leuer,4,10-Nov,F,Wisconsin,Big Ten,34,1139,28.7,0.568,0.526,6.3,22.6,14.1,12.8,1,3.1,9,31.1,558,118.3,99.7,4.6,1.7,6.3,6.3,1.9,8.3,0
212,Frantz Massenat,2,11-Dec,G,Drexel,CAA,36,1287,20.1,0.572,0.507,1.7,9.6,5.6,30.4,1.6,1.2,15.1,22.1,515,119,96.8,4.2,2.2,6.3,4.7,0.3,5,0
213,Chasson Randle,4,2014-15,G,Stanford,Pac-12,37,1347,22.5,0.559,0.486,1,9.7,5.3,18.8,2.3,0.4,10.4,27.9,673,118.1,104,4.7,1.5,6.3,6.9,0.3,7.3,0
214,Jamie Skeen,4,10-Nov,F,Virginia Commonwealth,CAA,39,1245,25.6,0.611,0.565,8.7,18.5,13.5,11.4,1.1,3.4,11.7,24,575,123,101.7,4.7,1.6,6.3,4.9,1.4,6.3,0
215,Jacob Wiley,4,2016-17,F,Eastern Washington,Big Sky,34,1165,32.1,0.69,0.649,10.3,21.1,15.9,15.5,1.3,8.8,20.3,28.2,683,121.6,103.6,4.8,1.5,6.3,3.6,3.1,6.7,0
216,Jordan Bell,3,2016-17,F,Oregon,Pac-12,39,1124,26.4,0.658,0.641,12.2,22.4,17.6,11.4,2.5,8.5,18.8,18,445,123.8,89.1,3.2,3,6.2,4.6,9,13.6,1
217,Joshua Braun,2,2015-16,G,Grand Canyon,WAC,34,1045,24.2,0.64,0.547,6,12.8,9.4,6.8,1.4,2.4,9.1,22.7,510,132.8,99,4.4,1.8,6.2,6.4,0.4,6.8,0
220,Kentavious Caldwell-Pope,2,2012-13,G,Georgia,SEC,32,1086,27.7,0.579,0.53,4.3,21.3,12.9,16.8,3.8,1.9,11.1,29.2,521,115.7,91,3.9,2.4,6.2,8.9,3.2,12.1,0
221,Joe Chealey,3,2016-17,G,College of Charleston,CAA,35,1184,23.7,0.593,0.512,1.6,10.1,6,22.5,1.8,0.1,10.3,26.7,605,121.9,101.6,4.4,1.8,6.2,6.2,-0.1,6.1,0
223,Jordan Davis,4,2018-19,G,Northern Colorado,Big Sky,32,1082,28.6,0.579,0.524,3.2,13.3,8.3,32.9,2.4,0.9,14.1,35.7,750,115.9,100.8,4.5,1.6,6.2,4,-0.6,3.4,0
224,Matthew Dellavedova,4,2012-13,G,Saint Mary's (CA),WCC,35,1273,21.7,0.562,0.506,2.2,9.9,5.9,34.1,1.9,0.3,16.8,24.2,606,119.7,102.1,4.8,1.4,6.2,7,0.2,7.2,0
225,Papa Dia,4,10-Nov,F,Southern Methodist,CUSA,35,1177,29.1,0.627,0.593,13.6,24.7,19.7,15.3,1.3,7.9,19.7,32,618,110.9,93.5,3.8,2.4,6.2,1.9,3.9,5.8,0
226,Jon Elmore,3,2017-18,G,Marshall,CUSA,36,1380,23.5,0.593,0.527,1.3,14,8,32.7,2.2,0.8,16.1,28.2,859,115.5,103.8,4.4,1.8,6.2,5.1,-0.1,5,0
227,Keenan Evans,4,2017-18,G,Texas Tech,Big 12,36,1063,25.1,0.601,0.529,1.3,10.5,6,23.5,2.3,1.2,11.7,28.4,595,122.5,97.3,4.2,2.1,6.2,7.4,2.3,9.6,0
228,Frank Hassell,4,10-Nov,F,Old Dominion,CAA,34,997,31.4,0.6,0.56,15,22.9,18.9,9.7,1.9,5.3,14,26.4,468,121.3,92.2,4,2.2,6.2,4.7,3.3,8,0
230,Scottie James,2,2017-18,F,Liberty,Big South,37,943,30.7,0.667,0.64,13.3,31.2,22.6,11,1,5.1,11.8,25.1,475,129.3,94,4.1,2.1,6.2,3.4,1.4,4.8,0
231,Cameron Johnson,4,2018-19,G,North Carolina,ACC,36,1076,24.9,0.648,0.621,6.5,13.3,10,13.8,2.1,1.1,10.3,21.8,545,131.2,98.2,4.3,1.9,6.2,9.9,3.2,13,1
233,Doron Lamb,2,11-Dec,G,Kentucky,SEC,40,1249,19.2,0.624,0.577,1.5,8.2,5.1,8.8,0.9,0.2,9.1,19.7,482,131.1,101,4.6,1.6,6.2,7.2,-0.2,7.1,0
234,Jeremiah Martin,4,2018-19,G,Memphis,AAC,36,1230,24.3,0.577,0.518,3.5,10.1,6.8,24.6,3.4,2.1,13.4,26.3,698,118.2,98.7,4.1,2.1,6.2,6.8,2.7,9.4,0
235,Jordan McRae,4,2013-14,G,Tennessee,SEC,37,1190,24,0.565,0.513,2.6,10,6.3,17.6,1.3,3.3,11.2,30.4,623,119.2,100.7,4.3,2,6.2,7.1,1.3,8.4,1
236,Malcolm Miller,2,2012-13,G,Southern,SWAC,33,863,31.2,0.64,0.629,6.5,20.2,13.4,8.9,2.8,2.6,7.6,27.1,437,125.4,85.1,3.9,2.4,6.2,7.3,0.1,7.4,0
237,Akil Mitchell,3,2012-13,F,Virginia,ACC,35,1069,25.8,0.578,0.545,11.7,27.4,19.5,11.7,2.7,1.6,13.7,24.7,452,114.3,85.4,3.3,2.9,6.2,3.8,4.3,8.1,0
238,Zach Norvell Jr.,2,2018-19,G,Gonzaga,WCC,37,1135,21.1,0.589,0.55,3.2,11.5,7.9,16.1,2.3,0.3,10.2,22.6,535,122.9,94,3.7,2.4,6.2,7.1,2.5,9.5,0
239,Kyle O'Quinn,4,11-Dec,C,Norfolk State,MEAC,36,1125,28.6,0.616,0.581,12,27.9,19.8,10.9,1.3,9.2,17,24.9,548,116.2,91.1,3.7,2.5,6.2,2.5,4.2,6.7,0
240,Daishon Smith,4,2018-19,G,Louisiana-Monroe,Sun Belt,32,1108,28.2,0.628,0.568,2.4,12.8,7.7,24.1,3.6,0.2,11.6,28,646,126.4,105.7,5.1,1.2,6.2,8.9,-1.1,7.7,0
241,Nik Stauskas,2,2013-14,G,Michigan,Big Ten,36,1281,22.7,0.642,0.586,1.6,8.8,5.3,18.8,1,0.9,12,24.4,594,127.9,109,5,1.1,6.2,9,0.2,9.2,0
242,James Thompson IV,3,2017-18,F,Eastern Michigan,MAC,35,1195,25.7,0.665,0.672,14.4,22.9,18.8,1.9,1.3,6.5,14.8,19.3,488,125.4,95.5,3.7,2.5,6.2,1.1,1.2,2.3,0
243,Reggie Upshaw,4,2016-17,F,Middle Tennessee,CUSA,36,1152,24.5,0.595,0.569,8.6,17.4,13,13.9,2.1,3.2,11.1,22.5,516,122.5,95.2,3.8,2.4,6.2,4.9,3.6,8.5,0
244,Jarvis Williams,4,2014-15,F,Murray State,OVC,35,1085,26.9,0.599,0.567,15,16,15.5,5.9,1.4,3.5,9.5,23.5,535,127.8,100.2,4.6,1.6,6.2,3.6,-0.2,3.3,0
247,Keita Bates-Diop,3,2017-18,F,Ohio State,Big Ten,34,1125,27.5,0.577,0.544,5.7,24.5,15.6,10.5,1.6,5.9,9.5,29.4,604,116.8,94.6,3.6,2.5,6.1,5.1,4.3,9.4,1
248,Ryan Boatright,4,2014-15,G,Connecticut,AAC,34,1216,23.4,0.581,0.523,1.6,11.7,6.9,25.3,2.4,0.7,13.7,27.2,571,116.1,98.2,4,2,6.1,7.5,0.8,8.3,0
249,Michael Carter-Williams,2,2012-13,G,Syracuse,Big East,40,1409,20.9,0.491,0.438,4,12.7,8.2,40.1,4.7,1.8,22.2,22.2,580,104.6,87.9,2.7,3.5,6.1,4.7,5.2,10,0
251,Robert Covington,3,11-Dec,F,Tennessee State,OVC,33,1028,30.2,0.634,0.607,11.2,22.4,16.4,11.3,3,5.3,14.2,27.1,527,121,94.2,4.1,2,6.1,6.6,2.2,8.8,0
252,Cleanthony Early,4,2013-14,F,Wichita State,MVC,36,986,26.5,0.627,0.57,5.9,18.6,12.5,6.4,1.8,3.3,12.9,28.8,507,121.3,91.4,3.6,2.5,6.1,5.3,1.9,7.1,0
253,Carsen Edwards,2,2017-18,G,Purdue,Big Ten,37,1092,25.4,0.596,0.555,1.5,12.9,7.7,19.5,2.3,0.8,10,30.5,626,119.4,98.1,4,2,6.1,7.6,1.5,9,1
254,Perry Ellis,4,2015-16,F,Kansas,Big 12,38,1150,23.9,0.605,0.563,7.2,14.4,11.1,8.5,0.9,1.7,9.6,25.5,582,123.5,99.6,4.1,1.9,6.1,5.3,2.2,7.4,0
255,Anthony Gill,3,2014-15,F,Virginia,ACC,34,859,29.3,0.614,0.582,15.5,16.3,15.9,8,2.3,2.4,10.8,24.3,387,127.3,86.7,3.8,2.4,6.1,7.5,5.1,12.6,0
256,Drew Gordon,4,11-Dec,F,New Mexico,MWC,35,1078,24.8,0.584,0.545,12.4,31.1,21.9,8.9,2.2,3.8,16.6,23.7,457,112,82.2,2.8,3.3,6.1,1.5,5.5,6.9,0
257,Robert Gray Jr.,4,2017-18,G,Houston,AAC,34,1084,24.6,0.563,0.509,2.5,10.4,6.5,28.5,2,0.4,12,30.4,644,118.6,98.2,4,2,6.1,6.7,1.7,8.4,0
258,Elias Harris,4,2012-13,F,Gonzaga,WCC,34,944,27.7,0.577,0.513,9.5,23.5,16.8,11.1,2.6,2.4,12.3,26.9,475,120.5,88.4,3.8,2.3,6.1,4.5,4,8.4,0
259,Tyler Harvey,3,2014-15,G,Eastern Washington,Big Sky,32,1182,26.9,0.643,0.6,2,9.6,5.8,13.9,1.8,0.4,10,27.5,664,129.1,112.2,5.7,0.4,6.1,7.6,-4.7,2.9,1
260,Chris Horton,4,2015-16,C,Austin Peay,OVC,36,1213,30.7,0.613,0.599,16.7,23.8,20.2,10.1,2.3,5.7,15.1,26.1,674,119.8,101.8,4.3,1.8,6.1,3.2,2.2,5.4,0
261,Markus Howard,3,2018-19,G,Marquette,Big East,34,1138,25.7,0.59,0.52,1.5,11.2,6.7,27.3,1.8,0.1,15.7,37.4,806,113.3,100.8,4.4,1.7,6.1,7.7,0,7.7,0
262,Cameron Jackson,4,2018-19,F,Wofford,Southern,35,815,34.5,0.597,0.585,14.2,26.5,20.4,24,3.7,5.3,14.8,31,535,121.7,87.2,3.8,2.3,6.1,6,7.3,13.3,0
263,Justin Jackson,3,2016-17,F,North Carolina,ACC,40,1281,21.3,0.555,0.531,4.8,10.8,7.8,15.8,1.3,0.8,9.5,25.7,659,121.2,102.4,4.3,1.8,6.1,7.5,1.9,9.4,1
264,Cory Jefferson,3,2012-13,F,Baylor,Big 12,37,1032,27.5,0.639,0.615,11.1,22,16.5,2.2,1,6.7,7.2,20,435,132.6,94.5,4.2,1.9,6.1,4.5,3.2,7.7,1
265,Davide Moretti,2,2018-19,G,Texas Tech,Big 12,38,1199,17.3,0.687,0.634,0.3,7.2,4,14.2,2.1,0,13.6,16.3,407,129.9,93.8,3.5,2.6,6.1,6.6,2.9,9.5,0
266,Jamal Murray,1,2015-16,G,Kentucky,SEC,36,1267,22.7,0.59,0.559,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.1,649,120.2,102.6,4.4,1.8,6.1,8.1,1.1,9.1,1
268,Bobby Portis,2,2014-15,F,Arkansas,SEC,36,1076,29.5,0.582,0.552,13.6,20.2,16.8,8.8,2.1,4.8,9.4,26.7,578,122,96.9,4.2,1.9,6.1,5.8,3.1,9,1
269,Levi Randolph,4,2014-15,G,Alabama,SEC,34,1200,23.7,0.603,0.537,3.4,13.8,8.8,16.9,2.6,0.6,10,22.1,504,125.7,101.2,4.4,1.7,6.1,6.9,1.6,8.5,0
270,Justin Robinson,3,2015-16,G,Monmouth,MAAC,36,1184,24.8,0.585,0.52,1.9,9.7,5.9,23.1,3.6,0,11.9,26.9,670,119,98.5,4,2.1,6.1,6.1,0.9,6.9,0
271,Kyle Singler,4,10-Nov,F,Duke,ACC,37,1286,20,0.536,0.491,8,13.3,10.8,8.8,1.5,0.8,10.7,24.7,598,114.8,95.1,3.7,2.5,6.1,4.6,2.2,6.8,0
272,Keifer Sykes,3,2013-14,G,Green Bay,Horizon,30,1029,26,0.578,0.505,2.6,11.6,7.4,31,2.1,0,10.8,29.1,599,122.8,98.5,4.2,1.9,6.1,6.4,-0.9,5.6,0
