,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
1120,0.0,,0.0,.571,.571,3.2,5.7,.732,2.1,2.8,957,8.6,,,,,6.3,.542,3.4,.581,2.9,1.7,84,8.5
1121,8.1,.331,2.7,.526,.456,8.8,19.3,.733,5.4,7.4,220,25.7,,,,,,,,,,,,
1122,,,,,.480,2.4,5.1,.507,1.8,3.6,273,6.7,,,,,10.6,.557,5.9,.508,6.8,3.5,47,15.3
1123,0.2,.000,0.0,.404,.404,1.0,2.5,.810,0.4,0.5,44,2.4,,.409,,,8.0,.461,3.7,.813,3.3,2.7,122,10.9
1124,,,,,.327,2.0,6.1,.689,1.6,2.4,45,5.6,,,,,,,,,,,,
1125,1.8,.349,0.6,.467,.416,2.5,6.0,.799,1.4,1.7,728,7.0,3.4,.338,1.1,,9.2,.411,3.8,.733,4.7,3.4,59,12.1
1126,0.9,.714,0.6,.656,.500,1.0,2.0,.800,0.5,0.6,8,3.1,,,,,,,,,,,,
1127,0.0,,0.0,.389,.389,0.9,2.4,.544,0.5,1.0,60,2.4,,,,,20.3,.491,10.0,.723,5.2,3.8,52,23.7
1128,0.0,.000,0.0,.534,.534,1.1,2.0,.375,0.5,1.2,130,2.6,0.0,,0.0,,4.4,.614,2.7,.420,3.1,1.3,149,6.7
1129,1.0,.000,0.0,.250,.250,2.0,8.0,.000,0.0,2.0,1,4.0,,,,,,,,,,,,
1130,3.2,.350,1.1,.478,.389,2.4,6.2,.669,0.8,1.2,104,6.7,5.0,.416,2.1,,10.0,.455,4.6,.732,3.9,2.9,75,14.1
1131,5.5,.333,1.8,.486,.400,4.3,10.7,.778,2.1,2.7,115,12.5,5.2,.307,1.6,,12.6,.405,5.1,.700,6.1,4.3,34,16.1
1132,1.6,.415,0.7,.574,.504,2.4,4.8,.579,0.4,0.8,25,6.0,3.6,.345,1.2,,13.4,.470,6.3,.750,3.8,2.8,90,16.7
1133,3.5,.346,1.2,.505,.417,2.8,6.8,.711,0.6,0.9,211,7.5,4.8,.380,1.8,,10.4,.464,4.8,.796,1.9,1.5,134,12.9
1134,0.8,.231,0.2,.557,.514,1.1,2.1,.625,0.3,0.5,17,2.6,3.2,.332,1.1,,10.5,.474,5.0,.808,4.8,3.9,66,14.9
1135,1.5,.312,0.5,.448,.389,1.6,4.0,.884,0.5,0.6,143,4.1,6.8,.389,2.6,,14.1,.432,6.1,.820,3.6,2.9,95,17.8
1136,0.1,.000,0.0,.292,.292,0.9,3.0,.000,0.0,0.5,8,1.8,,.250,,,8.8,.446,3.9,.743,2.4,1.8,130,9.7
1137,0.9,.311,0.3,.485,.461,2.7,5.9,.663,1.0,1.6,67,6.7,,,,,14.4,.464,6.7,.678,3.7,2.5,57,15.9
1138,0.0,.000,0.0,.495,.495,3.0,6.1,.601,1.8,3.0,456,7.9,,,,,14.0,.503,7.0,.590,5.3,3.1,111,17.2
1139,0.8,.267,0.2,.495,.484,4.4,9.0,.678,2.1,3.1,765,11.0,,.332,,,10.7,.538,5.8,.695,4.1,2.9,138,14.9
1140,3.2,.354,1.1,.486,.404,2.8,6.9,.824,1.0,1.2,394,7.6,4.9,.376,1.8,,12.9,.442,5.7,.802,4.4,3.6,130,16.8
1141,1.1,.329,0.4,.471,.439,2.6,5.9,.831,1.5,1.8,222,7.1,1.8,.372,0.7,,9.4,.540,5.1,.725,4.6,3.3,109,14.2
1142,2.2,.256,0.6,.440,.388,2.1,5.5,.693,0.8,1.2,96,5.6,,,,,,,,,,,,
1143,0.2,.222,0.0,.459,.457,4.5,9.8,.647,2.1,3.2,222,11.1,,,,,15.6,.476,7.4,.675,6.1,4.1,83,19.0
1144,1.3,.400,0.5,.444,.333,0.8,2.3,,0.0,0.0,4,2.0,,,,,,,,,,,,
1145,0.4,.300,0.1,.420,.408,2.1,5.2,.941,0.7,0.7,24,5.0,4.7,.367,1.7,,11.9,.430,5.1,.745,3.6,2.7,122,14.6
1146,,,,,.000,0.0,0.7,,0.0,0.0,3,0.0,,,,,,,,,,,,
1147,,,,,.318,0.8,2.4,.550,0.8,1.5,27,2.4,,,,,14.5,.480,7.0,.528,4.0,2.1,76,16.1
1148,0.3,.000,0.0,.500,.500,0.8,1.5,,0.0,0.0,4,1.5,2.7,.361,1.0,,9.1,.447,4.1,.715,2.7,1.9,128,11.0
1149,,,,,.500,1.5,3.0,.800,1.0,1.3,4,4.0,,,,,,,,,,,,
1150,2.3,.174,0.4,.319,.277,1.3,4.7,.500,0.4,0.8,10,3.4,3.4,.344,1.2,,10.2,.438,4.4,.718,4.5,3.2,121,13.3
1151,2.4,.319,0.8,.471,.407,2.5,6.0,.673,0.7,1.0,105,6.4,2.7,.277,0.7,,10.1,.398,4.0,.579,2.8,1.6,70,10.4
1152,0.1,.000,0.0,.333,.333,1.0,3.0,.500,0.4,0.9,9,2.4,,.342,,,11.3,.477,5.4,.759,3.8,2.9,104,13.9
1153,3.4,.364,1.2,.518,.462,5.1,11.0,.767,2.5,3.2,872,13.9,,,,,,,,,,,,
1154,0.9,.214,0.2,.417,.367,0.7,1.9,.600,0.2,0.3,16,1.8,,,,,,,,,,,,
1155,0.0,.333,0.0,.469,.467,0.8,1.7,.649,0.6,0.8,474,2.1,,,,,7.3,.568,4.1,.731,3.4,2.5,134,10.8
1156,1.7,.371,0.6,.451,.382,1.7,4.5,.830,0.4,0.5,243,4.4,6.9,.435,3.0,,12.8,.449,5.8,.834,3.8,3.2,121,17.7
1157,0.2,.175,0.0,.471,.470,7.4,15.8,.748,5.8,7.8,739,20.7,,,,,,,,,,,,
1158,0.6,.291,0.2,.475,.467,4.6,9.9,.798,1.9,2.4,714,11.4,,,,,9.9,.479,4.8,.745,3.3,2.5,117,12.0
1159,1.6,.200,0.3,.372,.329,1.2,3.7,.667,0.1,0.1,22,2.9,1.8,.343,0.6,,4.9,.412,2.0,.601,1.5,0.9,131,5.5
1160,2.4,.318,0.8,.495,.472,7.7,16.3,.788,4.3,5.5,1086,20.4,,,,,11.5,.538,6.2,.643,3.1,2.0,96,14.4
1161,0.6,.000,0.0,.302,.302,0.9,2.9,.714,0.7,0.9,15,2.4,,,,,,,,,,,,
1162,0.0,,0.0,.419,.419,1.6,3.9,.694,0.8,1.2,274,4.1,,,,,,,,,,,,
1163,0.7,.340,0.2,.440,.425,3.2,7.6,.799,1.1,1.4,278,7.9,,,,,,,,,,,,
1164,0.0,,0.0,.500,.500,1.2,2.3,.250,0.2,0.7,6,2.5,,,,,5.6,.524,3.0,.709,2.1,1.5,86,7.3
1165,0.2,.134,0.0,.538,.537,6.0,11.1,.472,2.2,4.7,674,14.1,0.1,.000,0.0,,8.6,.538,4.6,.295,2.6,0.8,34,10.0
1166,,,,,.361,0.8,2.2,.667,0.4,0.5,50,1.9,,,,,,,,,,,,
1167,5.3,.340,1.8,.496,.420,5.0,11.9,.744,1.1,1.5,29,12.9,5.3,.380,2.0,,11.2,.473,5.3,.803,2.9,2.3,54,14.9
1168,,,,,.342,1.6,4.6,.889,0.7,0.8,34,3.9,,,,,11.6,.373,4.3,.693,3.9,2.7,90,11.4
1169,0.0,.208,0.0,.468,.468,4.7,10.0,.736,2.4,3.3,684,11.8,,,,,9.2,.577,5.3,.705,3.8,2.7,118,13.3
1170,,,,,.497,1.9,3.8,.672,1.5,2.2,361,5.3,,,,,9.2,.445,4.1,.733,5.0,3.7,51,11.8
1171,0.0,.000,0.0,.412,.412,1.6,3.8,.458,0.8,1.7,886,3.9,,,,,9.8,.513,5.0,.512,5.1,2.6,102,12.6
1172,2.5,.393,1.0,.548,.463,2.7,5.7,.732,1.0,1.4,904,7.3,2.5,.365,0.9,,10.5,.504,5.3,.731,6.0,4.4,130,15.9
1173,0.5,.329,0.2,.475,.462,3.0,6.5,.672,0.6,0.8,143,6.7,,,,,13.9,.512,7.1,.659,1.5,1.0,111,15.2
1174,,,,,.219,0.4,1.9,.714,0.3,0.4,17,1.1,,,,,,,,,,,,
1175,,,,,.396,1.7,4.4,.649,0.8,1.2,94,4.3,,,,,,,,,,,,
1176,3.0,.363,1.1,.488,.393,2.2,5.7,.784,1.0,1.2,606,6.5,3.5,.321,1.1,,7.2,.418,3.0,.693,2.4,1.7,144,8.8
1177,5.0,.400,2.0,.300,.200,2.0,10.0,,0.0,0.0,1,6.0,1.4,.328,0.5,,2.6,.427,1.1,.656,0.7,0.4,97,3.1
1178,2.8,.143,0.4,.383,.362,3.4,9.4,.778,1.4,1.8,5,8.6,3.4,.377,1.3,,9.6,.394,3.8,.769,3.5,2.7,91,11.5
1179,,,,,.369,3.5,9.4,.700,3.5,5.0,553,10.4,,,,,14.9,.437,6.5,.662,10.4,6.9,87,19.9
1180,2.5,.382,1.0,.498,.460,5.9,12.8,.843,3.4,4.0,1018,16.1,0.3,.625,0.2,,17.6,.462,8.1,.788,7.9,6.2,116,22.5
1181,0.0,,0.0,.200,.200,1.0,5.0,,0.0,0.0,1,2.0,,,,,,,,,,,,
1182,0.1,.231,0.0,.511,.509,4.3,8.4,.694,2.0,3.0,102,10.6,0.4,.192,0.1,,12.8,.501,6.4,.685,4.4,3.0,70,15.9
1183,2.0,.327,0.7,.454,.404,2.6,6.5,.608,1.4,2.3,156,7.3,4.3,.370,1.6,,15.8,.477,7.5,.753,7.0,5.3,112,22.0
1184,,,,,.408,2.2,5.3,.596,1.2,1.9,136,5.5,,,,,,,,,,,,
1185,0.1,.179,0.0,.507,.506,7.4,14.6,.696,4.2,6.1,1392,19.0,0.4,.321,0.1,,10.7,.577,6.2,.689,5.9,4.1,128,16.5
1186,1.3,.339,0.4,.492,.467,3.0,6.4,.810,1.7,2.1,438,8.0,,,,,11.4,.484,5.5,.798,4.0,3.2,111,14.3
1187,3.5,.377,1.3,.514,.441,4.0,9.1,.803,1.9,2.4,986,11.2,4.6,.371,1.7,,10.1,.475,4.8,.698,2.7,1.9,104,13.2
1188,1.8,.305,0.5,.454,.420,3.3,8.0,.727,0.9,1.3,231,8.2,2.2,.354,0.8,,9.9,.450,4.5,.693,4.5,3.1,95,12.8
1189,,,,,.311,1.0,3.2,.824,0.5,0.6,28,2.5,,,,,,,,,,,,
1190,0.0,.050,0.0,.457,.457,2.0,4.5,.725,1.0,1.4,993,5.1,,,,,10.7,.447,4.8,.685,2.5,1.7,111,11.2
1191,0.1,.385,0.0,.432,.427,1.4,3.2,.559,0.7,1.3,157,3.5,1.7,.300,0.5,,10.7,.483,5.2,.638,4.0,2.6,129,13.4
1192,4.9,.384,1.9,.545,.495,9.3,18.7,.883,6.7,7.6,911,27.1,5.8,.404,2.3,,18.5,.473,8.7,.816,7.3,6.0,35,25.8
1193,0.1,.120,0.0,.437,.435,1.6,3.6,.750,0.4,0.5,201,3.5,,,,,11.4,.480,5.5,.758,3.3,2.5,118,13.4
1194,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
1195,0.4,.192,0.1,.479,.469,1.9,4.1,.667,1.1,1.7,64,5.0,,.111,,,11.0,.515,5.6,.697,6.5,4.6,125,15.8
1196,0.0,.000,0.0,.414,.414,1.9,4.7,.689,1.2,1.7,63,5.0,,,,,13.1,.545,7.1,.757,7.0,5.3,117,19.5
1197,,,,,.434,1.6,3.7,.637,0.8,1.3,120,4.0,,,,,18.9,.484,9.2,.741,7.2,5.3,71,23.6
1198,0.3,1.000,0.3,.833,.667,0.7,1.0,,0.0,0.0,3,1.7,2.9,.290,0.8,,9.4,.428,4.0,.596,2.4,1.4,37,10.3
1199,,,,,.318,2.0,6.3,.493,0.6,1.2,60,4.6,,,,,,,,,,,,
1200,0.1,.500,0.1,.486,.459,0.5,1.2,.778,0.2,0.3,32,1.3,,,,,8.0,.525,4.2,.804,3.0,2.4,59,10.8
1201,,,,,.231,0.5,2.4,.500,0.4,0.7,11,1.5,,,,,,,,,,,,
1202,0.9,.125,0.1,.406,.396,2.1,5.3,.778,3.1,4.0,9,7.4,3.8,.318,1.2,,11.9,.390,4.6,.735,5.4,4.0,113,14.4
1203,0.9,.336,0.3,.461,.445,4.1,9.2,.767,2.3,3.0,441,10.8,4.3,.352,1.5,,17.6,.482,8.5,.776,5.9,4.6,59,23.0
1204,0.0,.000,0.0,.504,.504,3.8,7.5,.788,3.2,4.1,767,10.8,,,,,7.0,.526,3.7,.694,3.7,2.6,71,9.9
1205,0.0,.000,0.0,.403,.403,1.9,4.6,.667,1.3,2.0,193,5.1,0.1,.286,0.0,,10.9,.508,5.5,.680,6.3,4.3,116,15.3
1206,,,,,.500,0.5,1.0,.500,1.0,2.0,2,2.0,,,,,,,,,,,,
1207,1.8,.263,0.5,.398,.346,1.6,4.5,.750,0.7,0.9,56,4.3,4.3,.348,1.5,,10.5,.470,4.9,.819,4.6,3.7,75,15.1
1208,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
1209,0.0,.000,0.0,.458,.458,2.4,5.2,.649,1.2,1.9,875,6.0,,,,,1.6,.449,0.7,.409,0.7,0.3,30,1.8
1210,0.1,.071,0.0,.472,.472,2.5,5.3,.773,1.8,2.3,168,6.7,,,,,7.0,.505,3.6,.714,3.6,2.6,129,9.7
1211,0.6,.222,0.1,.404,.385,1.3,3.4,.722,0.8,1.1,63,3.6,1.0,.114,0.1,,8.6,.463,4.0,.736,4.2,3.1,69,11.2
1212,,,,,.214,0.8,3.5,.750,0.4,0.5,8,1.9,,,,,,,,,,,,
1213,,,,,.433,2.6,5.9,.797,1.6,2.0,220,6.8,,,,,,,,,,,,
1214,0.1,.000,0.0,.486,.486,0.9,1.8,.462,0.3,0.7,19,2.1,,,,,,,,,,,,
1215,0.0,.000,0.0,.488,.488,2.6,5.3,.512,1.1,2.1,40,6.2,,,,,,,,,,,,
1216,1.9,.292,0.6,.413,.302,0.8,2.5,.941,0.5,0.5,34,2.6,4.3,.365,1.6,,8.1,.385,3.1,.812,2.2,1.8,123,9.6
1217,0.0,,0.0,.222,.222,0.5,2.3,,0.0,0.0,4,1.0,0.0,1.000,0.0,,5.4,.443,2.4,.578,1.9,1.1,83,6.0
1218,,,,,.352,4.6,13.2,.630,2.8,4.4,267,12.1,,,,,,,,,,,,
1219,0.0,,0.0,.308,.308,0.4,1.3,.375,0.3,0.8,10,1.1,,,,,2.1,.627,1.3,.471,1.4,0.7,97,3.3
1220,0.0,.000,0.0,.502,.502,3.3,6.5,.632,1.2,1.9,155,7.7,,,,,,,,,,,,
1221,0.1,.167,0.0,.435,.434,2.9,6.6,.651,2.0,3.1,75,7.7,,,,,,,,,,,,
1222,0.0,.000,0.0,.448,.448,2.4,5.3,.719,1.3,1.8,87,6.0,,,,,9.8,.529,5.2,.756,3.6,2.7,131,13.1
1223,0.9,.322,0.3,.428,.405,2.6,6.4,.806,2.2,2.7,226,7.6,2.0,.383,0.8,,8.1,.481,3.9,.805,4.5,3.6,125,12.1
1224,7.6,.339,2.6,.497,.422,7.3,17.3,.779,2.9,3.7,100,20.1,7.7,.294,2.3,,15.8,.402,6.3,.772,5.3,4.1,32,19.1
1225,1.7,.000,0.0,.111,.111,0.7,6.0,.400,0.7,1.7,3,2.0,2.9,.361,1.1,,14.8,.510,7.6,.741,5.4,4.0,114,20.2
1226,1.3,.335,0.4,.499,.475,4.3,9.0,.779,1.8,2.3,704,10.8,1.0,.473,0.5,,14.7,.555,8.2,.750,5.1,3.8,57,20.6
1227,2.0,.302,0.6,.460,.372,1.3,3.5,.750,0.4,0.5,68,3.6,7.1,.368,2.6,,14.2,.412,5.9,.817,4.2,3.4,108,17.8
1228,0.0,,0.0,.323,.323,1.0,3.1,.583,0.7,1.2,10,2.7,0.0,.000,0.0,,10.4,.509,5.3,.688,5.0,3.5,123,14.1
1229,0.1,.000,0.0,.378,.378,0.8,2.2,.709,0.7,1.0,85,2.4,1.2,.263,0.3,,12.8,.520,6.7,.725,4.9,3.6,93,17.2
1230,0.1,.030,0.0,.449,.449,2.5,5.6,.795,1.1,1.4,296,6.1,,,,,17.7,.501,8.9,.813,5.1,4.1,102,21.9
1231,0.0,.048,0.0,.495,.495,5.0,10.0,.698,2.8,4.0,1168,12.7,,,,,11.5,.509,5.9,.598,4.8,2.9,106,14.6
1232,0.5,.000,0.0,.429,.429,0.8,1.8,.333,0.3,0.8,4,1.8,5.1,.481,2.5,,12.6,.465,5.8,.847,4.8,4.1,57,18.2
1233,0.0,,0.0,.447,.447,0.6,1.4,.600,0.2,0.4,65,1.5,0.0,,0.0,,4.6,.556,2.5,.653,1.9,1.2,128,6.3
1234,3.4,.412,1.4,.538,.450,3.6,8.0,,0.0,0.0,5,8.6,4.1,.395,1.6,,9.8,.469,4.6,.789,3.0,2.4,92,13.3
1235,0.9,.335,0.3,.437,.423,4.4,10.4,.803,1.9,2.3,604,10.9,1.5,.446,0.7,,12.4,.534,6.6,.793,3.0,2.4,61,16.3
1236,0.0,,0.0,.333,.333,0.5,1.5,,0.0,0.0,2,1.0,1.5,.298,0.5,,6.9,.472,3.2,.642,3.2,2.1,62,9.0
1237,2.0,.250,0.5,.375,.250,0.5,2.0,,0.0,0.0,2,1.5,3.2,.392,1.3,,9.0,.473,4.3,.820,2.5,2.1,138,11.9
1238,,,,,.429,2.9,6.8,.805,1.9,2.3,712,7.8,,,,,16.1,.427,6.9,.818,5.1,4.2,80,17.9
1239,,,,,.250,0.5,2.0,.667,1.0,1.5,2,2.0,,,,,,,,,,,,
1240,,,,,.286,2.9,10.1,.618,2.3,3.7,99,8.1,,,,,,,,,,,,
1241,1.9,.369,0.7,.500,.453,3.4,7.5,.689,1.1,1.5,873,8.6,,,,,6.4,.526,3.4,.621,2.9,1.8,60,8.5
1242,,,,,.500,1.0,2.0,,0.0,0.0,1,2.0,,,,,,,,,,,,
1243,1.9,.350,0.7,.463,.407,2.4,5.9,.827,1.1,1.3,786,6.5,3.5,.447,1.6,,9.5,.444,4.2,.784,3.8,3.0,126,12.9
1244,0.0,.000,0.0,.423,.423,1.2,2.7,.720,1.3,1.7,143,3.6,0.0,.000,0.0,,6.9,.488,3.4,.654,4.6,3.0,118,9.9
1245,1.7,.333,0.6,.415,.370,2.3,6.2,.778,1.1,1.4,50,6.3,5.1,.355,1.8,,12.9,.416,5.4,.822,3.3,2.7,108,15.3
1246,,,,,.000,0.0,1.0,,0.0,0.0,1,0.0,,,,,,,,,,,,
1247,2.1,.365,0.8,.537,.473,2.9,6.1,.854,2.0,2.3,732,8.6,,,,,,,,,,,,
1248,1.0,.239,0.3,.460,.398,0.8,2.0,.733,0.3,0.3,44,2.1,5.4,.367,2.0,,13.8,.413,5.7,.749,4.2,3.2,64,16.6
1249,,,,,.111,0.2,1.5,1.000,0.7,0.7,6,1.0,,,,,,,,,,,,
1250,1.8,.336,0.6,.446,.371,1.5,3.9,.773,0.6,0.8,83,4.1,3.2,.288,0.9,,13.2,.446,5.9,.749,5.8,4.3,33,17.0
1251,4.1,.382,1.6,.520,.410,2.9,7.1,.843,0.7,0.8,750,8.1,5.0,.397,2.0,,11.6,.463,5.4,.809,2.5,2.0,115,14.7
1252,0.0,.333,0.0,.496,.494,2.5,5.1,.649,1.9,2.9,141,7.0,,,,,13.3,.534,7.1,.671,6.7,4.5,114,18.7
1253,2.1,.375,0.8,.500,.465,5.2,11.2,.799,3.0,3.8,742,14.2,,.428,,,13.2,.512,6.7,.793,5.9,4.7,133,19.2
1254,0.1,.000,0.0,.431,.431,1.4,3.3,.731,0.8,1.1,168,3.6,,,,,11.6,.487,5.7,.726,3.6,2.6,119,14.0
1255,,,,,.402,1.9,4.8,.695,1.3,1.9,118,5.1,,,,,,,,,,,,
1256,3.5,.403,1.4,.536,.479,6.1,12.6,.784,2.2,2.8,1209,15.7,,,,,11.9,.595,7.1,.765,4.4,3.4,118,17.5
1257,0.1,.048,0.0,.528,.527,2.2,4.1,.653,1.5,2.3,145,5.8,,,,,,,,,,,,
1258,,,,,.398,3.7,9.3,.727,1.4,1.9,524,8.8,,,,,,,,,,,,
1259,1.3,.302,0.4,.471,.452,4.6,10.3,.730,2.2,3.0,624,11.9,0.3,.455,0.2,,10.5,.577,6.1,.675,4.8,3.3,97,15.5
1260,0.0,,0.0,.433,.433,1.2,2.8,.613,0.6,1.0,91,3.0,0.2,.286,0.0,,7.6,.497,3.8,.615,3.1,1.9,124,9.5
1261,,,,,.442,4.0,8.9,.728,1.8,2.5,1048,9.7,,,,,13.5,.491,6.6,.692,5.3,3.7,76,17.0
1262,2.8,.314,0.9,.480,.451,6.9,15.2,.772,3.2,4.2,833,17.8,,,,,,,,,,,,
1263,0.0,.050,0.0,.510,.510,3.9,7.6,.689,1.8,2.6,474,9.5,,.333,,,10.9,.577,6.3,.687,4.6,3.1,136,15.8
1264,0.0,.200,0.0,.410,.410,2.5,6.0,.726,1.1,1.5,658,6.0,,,,,9.7,.488,4.7,.723,3.2,2.3,86,11.8
1265,0.0,.188,0.0,.479,.478,1.5,3.2,.700,0.6,0.8,472,3.7,0.0,,0.0,,4.8,.477,2.3,.510,1.7,0.9,58,5.5
1266,0.3,.167,0.0,.404,.402,3.3,8.1,.752,1.2,1.6,77,7.8,,,,,,,,,,,,
1267,0.0,.000,0.0,.460,.460,2.1,4.5,.625,1.1,1.8,375,5.3,0.0,.333,0.0,,11.0,.577,6.4,.648,4.6,3.0,124,15.7
1268,3.5,.331,1.1,.518,.484,8.2,16.9,.808,7.3,9.1,280,24.9,0.2,.200,0.0,,6.1,.626,3.8,.685,5.1,3.5,28,11.2
1269,,,,,.440,4.8,10.9,.640,2.9,4.5,831,12.5,,,,,15.9,.462,7.4,.606,7.8,4.7,72,19.5
1270,0.1,.000,0.0,.462,.462,0.4,0.9,.615,0.6,0.9,14,1.4,1.4,.312,0.4,,13.8,.500,6.9,.703,4.9,3.4,128,17.6
1271,,,,,.120,0.2,1.6,.533,0.5,0.9,16,0.9,,,,,,,,,,,,
1272,0.0,,0.0,.379,.379,1.0,2.6,.600,0.5,0.9,11,2.5,,.407,,,9.7,.501,4.9,.702,4.1,2.9,118,13.0
1273,0.0,,0.0,.411,.411,0.7,1.7,.677,0.3,0.5,195,1.8,,,,,6.0,.541,3.2,.727,1.7,1.2,76,7.7
1274,0.4,.138,0.1,.438,.435,4.1,9.4,.778,1.7,2.2,151,9.9,,,,,,,,,,,,
1275,0.1,.217,0.0,.507,.507,8.9,17.6,.832,3.6,4.3,1193,21.5,,,,,14.3,.538,7.7,.667,3.5,2.4,111,17.8
1276,,,,,.262,0.6,2.3,.714,0.3,0.4,18,1.5,,,,,,,,,,,,
1277,0.6,.344,0.2,.447,.416,1.5,3.6,.556,0.4,0.7,50,3.6,3.2,.376,1.2,,10.1,.455,4.6,.659,3.1,2.1,115,12.5
1278,1.2,.280,0.3,.438,.375,1.0,2.7,.724,0.5,0.7,41,2.9,4.3,.394,1.7,,8.7,.420,3.7,.727,2.9,2.1,141,11.1
1279,0.1,.100,0.0,.414,.414,2.4,5.7,.770,0.9,1.2,105,5.6,,,,,,,,,,,,
1280,,,,,.380,2.3,6.0,.792,3.3,4.2,46,7.8,,,,,,,,,,,,
1281,2.2,.360,0.8,.536,.456,2.3,5.1,.797,1.3,1.6,389,6.7,4.1,.354,1.5,,9.0,.493,4.5,.788,3.6,2.8,67,13.2
1282,1.1,.317,0.4,.463,.419,1.7,4.1,.768,0.4,0.5,186,4.2,2.5,.353,0.9,,10.6,.411,4.4,.765,4.4,3.4,34,12.9
1283,,,,,.435,0.8,1.8,.750,0.5,0.6,13,2.0,,,,,,,,,,,,
1284,0.0,,0.0,.546,.546,1.5,2.7,.594,0.9,1.5,69,3.8,,,,,,,,,,,,
1285,,,,,.347,3.3,9.4,.638,1.7,2.6,18,8.2,,,,,,,,,,,,
1286,,,,,.435,3.9,9.0,.769,1.6,2.1,766,9.5,,,,,9.3,.410,3.8,.669,2.9,2.0,87,9.6
1287,0.4,.298,0.1,.509,.506,9.5,18.8,.777,5.0,6.5,1243,24.2,,,,,20.7,.487,10.1,.739,8.4,6.2,52,26.3
1288,0.0,,0.0,.463,.463,1.0,2.2,.621,0.7,1.1,153,2.8,0.0,,0.0,,9.3,.595,5.5,.655,7.7,5.0,112,16.1
1289,,,,,.362,1.1,3.0,.700,0.6,0.9,23,2.8,,,,,,,,,,,,
1290,1.9,.232,0.4,.425,.360,1.2,3.3,.795,1.0,1.3,30,3.9,,,,,,,,,,,,
1291,0.1,.500,0.0,.568,.563,1.8,3.2,.758,1.1,1.5,128,4.7,0.0,,0.0,,7.8,.598,4.7,.693,3.5,2.4,96,11.7
1292,0.0,.000,0.0,.368,.368,0.6,1.6,.543,0.7,1.3,53,1.9,,,,,,,,,,,,
1293,,,,,.280,1.2,4.3,.682,0.6,0.9,47,3.0,,,,,8.8,.308,2.7,.708,2.2,1.5,44,7.0
1294,1.1,.343,0.4,.430,.381,1.4,3.7,.820,0.5,0.6,102,3.7,3.7,.408,1.5,,10.2,.449,4.6,.800,3.8,3.1,124,13.7
1295,0.5,.389,0.2,.475,.450,1.8,3.9,.571,0.7,1.2,36,4.4,,,,,10.9,.489,5.4,.708,3.5,2.5,99,13.2
1296,0.9,.315,0.3,.382,.337,1.1,3.2,.833,0.4,0.5,59,2.8,4.4,.377,1.7,,9.4,.429,4.0,.755,2.7,2.0,105,11.7
1297,1.0,.263,0.3,.373,.345,1.6,4.8,.776,0.7,0.9,56,4.2,2.5,.407,1.0,,12.7,.448,5.7,.818,5.1,4.2,54,16.6
1298,0.1,.231,0.0,.573,.569,1.5,2.6,.687,0.6,0.8,250,3.5,0.2,.364,0.1,,5.0,.639,3.2,.684,2.2,1.5,134,7.9
1299,2.1,.363,0.8,.508,.442,2.5,5.7,.785,0.8,1.0,562,6.7,5.7,.382,2.2,,13.0,.432,5.6,.752,4.2,3.1,93,16.5
1300,1.3,.307,0.4,.480,.452,3.1,6.9,.807,1.1,1.3,591,7.7,,,,,15.5,.492,7.6,.783,3.7,2.9,117,18.1
1301,0.0,.091,0.0,.466,.465,1.4,2.9,.528,1.3,2.5,809,4.1,0.0,.500,0.0,,9.7,.486,4.7,.625,9.4,5.9,69,15.3
1302,2.6,.323,0.8,.471,.440,5.9,13.4,.757,3.1,4.1,594,15.7,3.4,.274,0.9,,13.6,.455,6.2,.711,5.2,3.7,37,17.1
1303,1.0,.295,0.3,.433,.389,1.3,3.3,.780,0.6,0.7,127,3.4,4.0,.392,1.6,,9.0,.432,3.9,.746,2.9,2.2,138,11.6
1304,0.1,.152,0.0,.505,.504,8.2,16.3,.740,4.6,6.2,1183,21.0,,,,,9.7,.620,6.0,.635,5.2,3.3,143,15.3
1305,0.3,.000,0.0,.000,.000,0.0,0.7,.750,0.4,0.6,7,0.4,0.7,.360,0.3,,3.1,.518,1.6,.584,1.6,0.9,127,4.3
1306,2.2,.305,0.7,.473,.407,2.1,5.1,.764,0.8,1.1,245,5.7,,,,,,,,,,,,
1307,1.8,.277,0.5,.450,.411,2.7,6.5,.611,0.4,0.7,51,6.3,,,,,,,,,,,,
1308,0.0,,0.0,.513,.513,1.6,3.2,.557,1.0,1.7,170,4.2,0.0,,0.0,,4.9,.562,2.7,.584,3.9,2.3,121,7.7
1309,,,,,.288,2.7,9.4,.669,2.2,3.3,135,7.6,,,,,,,,,,,,
1310,,,,,.260,0.8,3.2,.500,0.4,0.9,30,2.1,,,,,,,,,,,,
