fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
1.0,.000,0.0,0.0,,0.0,1,,0.0,0.0,4.24,1.0
7.7,.444,3.4,5.5,.741,4.1,21,6-1,2.3,11.0,-4.68,3.2
4.9,.398,2.0,2.6,.765,2.0,75,5-10,0.8,8.0,4.71,3.2
1.8,.500,0.9,0.3,.750,0.2,13,6-5,0.8,2.1,0.08,1.6
3.9,.532,2.1,2.0,.620,1.2,135,6-5,1.3,5.4,9.83,3.7
6.3,.473,3.0,2.4,.547,1.3,90,6-10,2.4,7.7,4.49,5.6
1.8,.592,1.0,1.4,.650,0.9,28,6-3,1.7,3.0,0.36,2.0
6.7,.474,3.2,3.5,.522,1.8,26,6-0,3.2,8.2,,
,,1.6,2.0,.578,1.2,54,6-0,2.0,4.5,,
6.3,.523,3.3,2.3,.727,1.7,74,6-6,2.5,8.2,-3.40,6.4
1.7,.368,0.6,0.7,.750,0.5,11,6-3,1.1,2.0,-7.01,0.7
2.1,.384,0.8,0.4,.800,0.3,47,6-6,1.2,2.3,0.39,1.6
1.5,.395,0.6,1.1,.594,0.7,28,5-9,1.4,2.0,-5.30,1.0
0.0,,0.0,1.0,1.000,1.0,2,6-2,,1.0,0.91,0.5
2.8,.314,0.9,0.9,.517,0.4,69,6-4,0.9,2.4,1.22,1.2
4.6,.320,1.5,1.4,.778,1.1,32,5-9,1.7,4.8,-3.60,1.8
1.8,.518,0.9,0.8,.667,0.5,62,6-9,0.5,2.4,1.92,1.9
4.8,.384,1.8,2.2,.450,1.0,18,6-8,1.8,4.7,2.55,3.3
7.2,.360,2.6,3.0,.809,2.4,62,6-2,2.7,9.0,2.87,2.5
10.9,.352,3.8,3.8,.532,2.0,65,6-1,2.5,9.7,-3.79,4.8
2.4,.147,0.4,0.6,.778,0.5,14,6-2,0.1,1.4,-6.07,0.6
11.8,.445,5.3,3.4,.707,2.4,72,6-4,1.9,12.9,-1.08,6.1
2.1,.424,0.9,1.3,.750,0.9,16,,1.6,2.7,0.14,2.6
4.0,.377,1.5,1.3,.803,1.0,121,6-2,1.0,4.7,-4.97,2.0
