fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
1.8,.265,0.5,0.3,.500,0.2,47,6-0,,1.3,-8.47,1.0
,,6.7,,,2.4,13,,,15.8,,
10.8,.277,3.0,2.7,.531,1.4,18,,3.2,7.4,,
2.4,.398,0.9,1.5,.568,0.9,48,6-2,1.3,3.0,-6.54,1.6
1.4,.535,0.7,0.5,.467,0.2,31,5-10,0.7,1.7,-3.30,0.5
2.8,.412,1.1,1.0,.490,0.5,49,6-6,1.0,2.8,6.19,2.5
14.3,.501,7.2,6.4,.714,4.6,52,,2.8,18.9,2.95,13.5
0.9,.409,0.4,1.0,.875,0.8,50,6-5,0.4,1.6,2.07,0.6
8.9,.436,3.9,3.7,.712,2.6,78,6-4,2.3,11.7,-1.17,3.1
4.7,.435,2.1,1.5,.741,1.1,71,6-5,1.6,5.8,5.34,2.9
0.6,.400,0.2,0.3,.333,0.1,9,6-6,0.4,0.6,-1.34,1.0
5.8,.360,2.1,3.2,.744,2.3,26,6-2,1.9,7.1,-12.58,3.1
1.5,.500,0.8,0.5,.000,0.0,8,,0.6,1.5,2.24,1.1
4.5,.338,1.5,0.8,.703,0.6,94,6-0,1.6,4.6,7.62,1.4
7.2,.466,3.3,4.6,.607,2.8,113,6-9,2.5,9.5,-4.08,6.5
1.2,.429,0.5,0.6,.714,0.4,12,6-6,1.0,1.4,7.95,0.7
3.2,.500,1.6,0.8,.750,0.6,5,6-3,,4.0,-2.20,0.8
,,2.6,3.2,.563,1.8,50,6-5,2.5,7.0,,
1.6,.507,0.8,0.5,.696,0.4,45,6-6,0.8,2.0,-2.09,1.9
10.9,.395,4.3,5.0,.629,3.2,51,6-0,2.3,11.7,-1.60,3.5
11.3,.461,5.2,4.1,.745,3.1,72,6-8,2.5,13.6,7.43,11.7
3.1,.235,0.7,2.5,.607,1.5,11,6-3,2.5,3.0,-7.15,
10.9,.371,4.0,3.4,.608,2.1,23,,3.4,10.2,-0.58,2.3
4.7,.343,1.6,1.4,.611,0.9,38,5-11,1.1,4.1,0.74,1.5
,,2.2,1.7,.516,0.9,18,,1.9,5.3,-6.91,
0.5,.300,0.1,0.3,.429,0.1,22,6-4,0.2,0.4,-5.14,0.3
8.1,.422,3.4,3.5,.717,2.5,49,6-4,2.5,9.3,-7.43,5.7
,,0.0,,,0.5,2,6-4,0.5,0.5,-6.29,
0.9,.605,0.5,0.8,.636,0.5,44,6-7,1.4,1.5,-0.40,2.7
1.3,.333,0.4,0.3,1.000,0.3,7,6-4,0.6,1.1,3.57,1.3
5.6,.412,2.3,3.1,.669,2.1,76,6-7,2.2,7.0,-5.50,4.2
0.5,.000,0.0,0.4,.333,0.1,8,,0.5,0.1,0.73,0.1
2.0,.479,0.9,0.9,.413,0.4,49,,2.0,2.3,-6.28,2.7
6.5,.408,2.7,1.7,.857,1.5,114,5-10,1.5,8.6,-0.92,2.7
0.0,,0.0,0.5,.000,0.0,2,6-2,0.0,0.0,8.37,1.0
0.0,,0.0,3.0,.667,2.0,2,,1.0,2.0,10.91,0.0
3.4,.472,1.6,1.6,.760,1.3,104,6-2,1.3,4.5,3.97,1.2
1.8,.341,0.6,0.6,.738,0.4,72,6-4,1.6,1.8,-4.67,2.2
11.1,.594,6.6,4.5,.458,2.1,59,6-6,,15.2,-1.11,7.7
1.0,.000,0.0,0.0,,0.0,3,6-0,0.0,0.0,0.61,0.7
7.1,.403,2.9,3.1,.723,2.2,61,6-4,1.7,8.0,6.54,
1.3,.471,0.6,0.7,.421,0.3,55,6-11,0.9,1.6,5.31,1.5
1.5,.333,0.5,2.5,.400,1.0,2,6-5,2.5,2.0,-2.40,1.0
7.8,.499,3.9,3.9,.563,2.2,49,,1.8,9.9,-7.32,10.0
9.8,.435,4.3,4.1,.597,2.4,19,6-5,3.7,10.9,-4.49,9.5
2.6,.308,0.8,0.9,.721,0.6,69,6-2,1.3,2.7,-6.00,1.1
7.7,.374,2.9,4.2,.676,2.9,113,6-2,,9.5,1.72,3.5
10.4,.444,4.6,2.6,.836,2.2,74,6-5,2.0,13.8,3.80,4.1
6.0,.416,2.5,2.9,.637,1.9,109,6-3,0.4,7.1,-1.80,3.0
13.8,.392,5.4,4.1,.700,2.9,62,6-4,3.0,13.7,0.61,8.9
3.0,.496,1.5,2.0,.609,1.2,122,6-9,1.6,4.2,6.06,3.1
1.9,.485,0.9,0.6,.364,0.2,17,,1.2,2.1,0.51,1.3
14.2,.399,5.7,2.6,.755,2.0,87,6-8,2.6,15.5,-12.04,5.1
7.4,.488,3.6,2.7,.761,2.1,57,6-4,,9.3,-4.37,3.6
5.5,.333,1.8,1.2,.848,1.1,37,6-5,0.2,5.3,-4.27,2.1
3.1,.429,1.3,0.9,.647,0.6,126,6-5,1.2,3.5,0.07,2.2
5.4,.439,2.4,2.0,.728,1.4,94,6-0,2.1,6.2,9.56,1.2
0.0,,0.0,0.0,,0.0,4,,0.5,0.0,5.79,0.3
2.5,.409,1.0,0.8,.466,0.4,72,6-6,1.0,2.4,1.38,1.8
0.0,,0.0,2.0,.500,1.0,1,6-1,0.0,1.0,4.80,0.0
2.2,.319,0.7,0.3,.600,0.2,43,6-6,1.5,1.6,-5.62,1.7
0.7,.308,0.2,0.7,.654,0.5,35,6-2,0.4,1.0,8.61,0.4
8.8,.412,3.6,2.7,.701,1.9,65,6-3,2.9,9.1,0.38,3.3
