fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
4.3,.378,1.6,1.2,.515,0.6,28,6-2,1.7,3.8,-3.26,3.2
5.4,.318,1.7,3.0,.766,2.3,49,6-3,1.9,5.7,-1.02,3.9
2.5,.380,1.0,1.0,.426,0.4,48,6-5,1.0,2.3,1.06,1.4
1.0,.000,0.0,0.0,,0.0,2,,0.5,0.0,-5.05,0.5
0.3,.500,0.1,0.1,.000,0.0,7,5-9,0.1,0.3,-5.57,0.1
6.9,.550,3.8,3.0,.622,1.9,55,6-7,1.7,9.5,-6.27,6.0
,,1.7,,,1.0,18,,,4.4,,
2.5,.296,0.7,1.0,.318,0.3,22,6-5,1.5,1.8,0.20,
3.3,.278,0.9,1.0,.577,0.6,27,6-3,0.9,2.4,2.24,2.4
5.3,.471,2.5,2.2,.685,1.5,113,7-0,1.8,6.5,7.33,4.7
5.5,.488,2.7,2.2,.770,1.7,115,6-7,1.6,7.7,2.26,2.6
0.8,.333,0.3,0.5,.500,0.3,4,,0.0,0.8,-4.83,0.5
5.8,.572,3.3,4.8,.539,2.6,24,6-3,4.7,9.2,,
7.2,.539,3.9,2.6,.481,1.3,52,6-9,1.3,9.0,-4.51,8.0
1.8,.364,0.7,1.6,.718,1.2,24,6-6,0.9,2.6,0.56,1.5
7.2,.417,3.0,2.6,.788,2.1,20,6-2,1.9,8.1,1.63,2.5
,,0.3,0.5,.000,0.0,4,,0.3,0.5,,
2.6,.322,0.8,1.6,.533,0.9,57,6-1,2.5,2.6,-10.27,1.9
0.6,.350,0.2,0.1,.600,0.1,34,6-4,0.1,0.6,7.54,0.3
3.8,.389,1.5,2.5,.642,1.6,49,6-5,2.6,4.6,4.90,3.0
1.7,.370,0.6,0.1,.000,0.0,16,6-6,2.1,1.3,-4.78,1.6
5.4,.416,2.3,1.6,.574,0.9,58,6-1,1.2,5.9,-4.23,2.0
2.5,.453,1.1,1.0,.418,0.4,64,6-6,1.6,2.7,5.15,2.2
1.2,.250,0.3,0.9,.583,0.5,13,,0.6,1.2,-5.22,0.8
11.7,.396,4.6,3.1,.741,2.3,116,6-4,2.1,13.9,-4.73,2.7
2.8,.480,1.3,2.7,.877,2.4,27,6-6,2.2,5.0,-2.96,3.0
10.1,.374,3.8,3.4,.807,2.7,100,6-3,2.0,11.4,-4.65,3.4
2.6,.380,1.0,0.8,.714,0.6,27,6-6,1.0,2.8,-0.63,2.1
1.5,.414,0.6,1.1,.429,0.5,40,6-10,1.3,1.7,6.58,2.2
1.2,.429,0.5,0.3,.750,0.3,12,6-3,0.3,1.6,-6.00,1.0
0.5,1.000,0.5,0.0,,0.0,2,6-0,,1.5,0.10,0.5
7.1,.452,3.2,1.8,.723,1.3,37,6-4,1.2,7.6,0.70,5.4
1.5,.485,0.8,0.9,.579,0.5,84,6-7,1.2,2.0,-10.11,2.0
