fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
1.1,.545,0.6,0.6,.833,0.5,10,5-11,0.7,1.7,2.43,0.5
3.7,.426,1.6,0.9,.457,0.4,49,6-6,1.5,3.6,6.09,2.4
0.0,,0.0,0.0,,0.0,4,6-5,0.0,0.0,8.88,0.0
0.3,.000,0.0,0.0,,0.0,3,,0.0,0.0,-5.51,0.0
1.6,.371,0.6,0.5,.488,0.2,82,6-3,0.2,1.7,-5.63,0.7
1.4,.286,0.4,0.0,,0.0,5,6-4,0.0,1.0,0.08,1.0
0.8,.167,0.1,0.6,.400,0.3,8,6-6,0.1,0.5,1.11,0.3
9.4,.438,4.1,2.2,.432,0.9,17,6-3,3.2,9.2,-1.19,5.4
4.0,.559,2.2,1.6,.511,0.8,28,6-10,3.2,5.7,-3.95,3.6
,,,,.500,,,,,,,
4.2,.493,2.1,2.9,.714,2.0,114,6-8,2.4,6.2,7.77,3.4
,,0.9,0.8,.625,0.5,20,,0.9,2.2,,
1.1,.211,0.2,0.4,.571,0.2,17,6-8,0.8,0.7,1.98,1.6
1.4,.333,0.5,0.6,.667,0.4,24,6-0,1.0,1.3,0.14,0.4
1.7,.466,0.8,0.8,.690,0.6,51,6-8,1.5,2.2,5.95,1.7
12.5,.309,3.9,3.9,.613,2.4,40,6-2,2.4,10.1,1.20,
2.3,.571,1.3,0.0,,0.0,3,6-5,1.7,3.0,1.92,1.0
8.7,.323,2.8,2.2,.624,1.4,38,,,7.0,-5.95,3.6
0.4,.231,0.1,0.5,.333,0.2,30,6-4,0.4,0.4,3.70,0.5
4.6,.297,1.4,1.4,.444,0.6,20,6-3,2.8,3.3,5.74,2.0
6.7,.492,3.3,1.1,.571,0.6,19,,2.8,7.3,-4.18,5.1
0.8,.000,0.0,0.5,1.000,0.5,4,6-3,0.3,0.5,-4.21,0.5
1.5,.667,1.0,0.8,.667,0.5,4,5-9,0.3,2.8,6.98,0.5
3.5,.432,1.5,1.2,.625,0.7,69,7-0,2.1,3.8,-4.28,3.2
3.2,.293,0.9,0.7,.444,0.3,13,6-1,1.0,2.2,-0.73,1.9
3.3,.396,1.3,1.3,.500,0.6,43,6-3,1.7,3.4,4.68,3.7
0.3,.500,0.2,1.0,.167,0.2,6,,0.3,0.5,0.05,0.2
2.6,.359,0.9,0.9,.682,0.6,25,,1.3,2.4,2.84,
3.5,.379,1.3,1.4,.590,0.8,100,6-11,,3.4,2.40,3.1
1.6,.425,0.7,1.2,.387,0.5,25,6-6,1.2,1.8,-3.41,2.9
6.6,.410,2.7,1.1,.741,0.8,128,6-5,1.6,8.3,-4.61,2.3
4.2,.457,1.9,3.7,.619,2.3,80,6-4,2.6,6.1,1.77,6.9
5.6,.459,2.6,2.0,.626,1.2,74,6-8,3.0,6.4,2.57,6.5
8.4,.486,4.1,3.4,.772,2.6,111,6-9,2.9,11.6,4.05,5.5
6.4,.475,3.1,2.3,.621,1.4,97,6-9,2.5,7.5,5.43,5.3
0.8,.394,0.3,0.7,.484,0.3,43,6-7,,1.0,-5.72,1.0
8.4,.397,3.3,3.5,.831,2.9,94,6-2,1.7,10.9,-4.55,3.7
2.2,.511,1.1,1.6,.609,1.0,42,6-7,2.3,3.3,4.20,3.0
1.3,.427,0.6,0.9,.438,0.4,56,6-10,0.6,1.5,-0.35,1.3
5.7,1.259,7.2,6.3,.808,5.1,72,6-4,3.2,19.4,-6.68,19.0
2.1,.505,1.0,1.0,.755,0.8,48,7-1,1.8,2.9,7.94,1.9
0.2,.000,0.0,0.5,.571,0.3,13,7-1,0.8,0.3,-2.07,0.5
3.1,.360,1.1,0.3,.500,0.1,8,6-4,1.0,3.0,2.86,0.8
8.9,.365,3.3,3.8,.726,2.7,84,5-11,2.9,9.2,5.32,3.6
0.1,1.000,0.1,0.0,,0.0,25,6-0,0.0,0.2,4.28,0.1
7.2,.523,3.8,4.5,.716,3.2,30,6-10,2.7,11.3,6.64,9.0
5.3,.402,2.1,1.6,.720,1.1,74,5-10,1.4,6.3,0.16,1.5
1.1,.375,0.4,0.4,.792,0.3,67,6-1,1.1,1.2,8.83,0.8
3.3,.413,1.4,0.9,.732,0.6,47,6-7,1.5,4.1,1.65,2.2
0.0,,0.0,0.0,,0.0,1,6-1,0.0,0.0,-2.24,0.0
1.0,.300,0.3,0.5,.600,0.3,10,6-1,0.4,0.9,,
4.7,.409,1.9,1.2,.754,0.9,47,6-2,1.7,4.7,8.07,2.6
1.2,.483,0.6,0.5,.500,0.3,74,6-8,0.4,1.4,-3.73,0.7
4.6,.702,3.2,3.9,.614,2.4,65,6-1,1.7,8.8,-5.53,4.8
0.6,.333,0.2,0.2,1.000,0.2,10,5-8,0.1,0.7,4.04,0.0
2.0,.449,0.9,0.7,.704,0.5,39,6-6,2.2,2.4,-0.37,2.5
3.5,.229,0.8,0.6,1.000,0.6,10,6-3,0.8,2.2,6.02,0.7
5.1,.359,1.8,1.0,.500,0.5,23,6-5,3.0,4.2,4.49,3.3
0.0,,0.0,0.0,,0.0,4,6-6,0.0,0.0,-7.86,0.0
3.0,.379,1.1,0.8,.639,0.5,47,6-4,1.3,2.7,1.58,1.0
1.0,.528,0.5,0.4,.682,0.3,54,6-7,0.9,1.3,-3.04,0.9
4.3,.542,2.3,2.4,.656,1.6,138,6-11,3.2,6.3,8.10,6.4
5.4,.528,2.8,3.0,.619,1.9,76,6-8,2.7,7.6,2.74,8.3
6.1,.446,2.7,2.0,.857,1.7,127,6-3,1.6,8.7,7.35,2.8
3.3,.417,1.4,1.0,.564,0.6,95,6-8,1.9,3.9,10.74,2.0
4.9,.462,2.3,1.8,.729,1.3,92,6-7,2.1,5.8,-1.55,4.4
0.8,.509,0.4,0.5,.590,0.3,72,7-1,0.7,1.1,-2.27,1.2
13.4,.435,5.8,3.3,.811,2.6,75,,2.5,14.3,3.84,6.2
0.5,.000,0.0,1.0,.500,0.5,2,,0.0,0.5,5.78,0.5
2.7,.363,1.0,0.2,.357,0.1,63,6-6,1.3,2.6,-2.15,1.7
11.6,.432,5.0,6.0,.657,3.9,41,,3.0,13.9,4.77,8.6
0.0,,0.0,0.2,.500,0.1,9,,0.2,0.1,-7.12,0.6
0.8,.397,0.3,0.3,.696,0.2,79,6-7,1.1,0.9,8.55,0.9
3.4,.452,1.5,0.6,.517,0.3,92,6-7,1.8,3.5,-2.76,2.2
0.0,,0.0,0.0,,0.0,1,6-8,0.0,0.0,3.40,1.0
12.1,.532,6.4,4.3,.717,3.1,57,6-8,2.8,16.0,2.38,7.2
3.1,.439,1.3,0.6,.684,0.4,88,6-9,1.9,3.2,-3.73,2.3
6.6,.520,3.4,4.1,.645,2.6,110,6-10,2.5,9.5,3.99,5.8
5.5,.378,2.1,0.7,.600,0.4,38,6-3,1.3,5.1,-2.64,1.9
0.5,.333,0.2,0.1,.333,0.0,30,6-2,0.1,0.4,6.64,0.2
2.8,.364,1.0,0.2,1.000,0.2,36,6-5,0.9,2.8,-1.21,1.0
9.9,.584,5.8,5.5,.703,3.9,111,6-7,2.9,15.4,3.79,8.6
8.0,.409,3.3,2.4,.586,1.4,63,6-3,2.5,9.2,4.76,3.7
4.4,.469,2.1,1.1,.594,0.7,61,6-7,2.3,5.8,-4.58,3.6
0.7,.500,0.4,0.3,.875,0.2,30,6-6,0.1,1.0,8.81,0.8
1.8,.315,0.6,1.1,.656,0.7,60,6-4,1.2,1.8,3.99,2.3
9.5,.472,4.5,4.4,.723,3.2,119,6-9,2.6,12.9,1.11,5.9
1.0,.596,0.6,0.6,.581,0.4,49,7-0,0.9,1.5,10.80,1.6
11.4,.391,4.5,4.1,.848,3.4,65,5-11,2.6,12.4,-2.43,3.0
2.6,.385,1.0,1.1,.472,0.5,99,6-11,2.2,2.6,-6.46,2.5
,,,,,,,,,,-2.11,
11.2,.405,4.5,3.1,.815,2.5,119,6-7,1.6,13.9,1.93,4.4
7.4,.424,3.2,1.2,.613,0.7,52,6-2,2.0,7.0,-7.00,2.9
