fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
1.9,.511,1.0,0.3,1.417,0.4,46,5-10,0.3,2.3,4.44,1.3
0.5,.500,0.3,1.2,.692,0.8,32,5-7,1.0,1.3,6.73,0.4
2.8,.335,0.9,2.0,.669,1.3,65,,1.9,3.2,-0.62,2.5
5.4,.455,2.5,2.4,.710,1.7,71,6-5,3.0,6.6,8.14,4.7
0.4,.000,0.0,0.1,1.000,0.1,14,6-4,0.5,0.1,-4.47,0.1
0.5,.000,0.0,0.0,,0.0,2,,0.0,0.0,3.23,0.0
0.5,.000,0.0,0.5,.667,0.3,6,5-10,0.5,0.3,-2.78,0.7
0.0,,0.0,0.0,,0.0,1,,1.0,0.0,-1.11,1.0
5.2,.326,1.7,2.3,.846,1.9,54,6-4,1.5,6.3,,2.0
5.1,.496,2.5,1.3,.647,0.8,110,6-7,1.5,5.8,6.22,3.0
1.8,.448,0.8,0.8,.333,0.3,16,6-4,1.1,1.9,-6.47,1.8
10.5,.403,4.2,5.1,.666,3.4,66,6-5,1.6,11.9,0.63,6.5
3.3,.362,1.2,1.5,.550,0.8,40,6-2,0.2,3.2,2.30,2.0
5.3,.389,2.1,2.7,.489,1.3,33,6-4,0.2,4.5,2.80,3.4
1.4,.077,0.1,0.8,.286,0.2,9,6-2,0.6,0.4,0.80,0.6
4.0,.446,1.8,1.1,.620,0.7,86,6-5,1.4,4.4,-5.34,3.0
1.1,.208,0.2,0.0,,0.0,21,6-0,0.4,0.7,-5.90,0.5
6.8,.406,2.8,2.0,.829,1.6,21,,2.6,7.1,-1.68,1.6
14.9,.359,5.4,6.8,.728,5.0,66,6-2,2.3,15.7,,6.6
3.8,.494,1.9,2.1,.633,1.3,117,6-10,2.5,5.1,-5.51,4.6
1.0,.348,0.3,0.1,1.000,0.1,24,,0.3,0.8,-7.33,0.3
9.2,.468,4.3,3.2,.765,2.5,137,6-8,2.3,12.3,7.55,5.1
5.3,.398,2.1,1.9,.625,1.2,124,6-0,1.7,5.9,-2.36,1.3
0.4,.353,0.1,0.1,.667,0.1,42,6-2,0.1,0.4,-8.58,0.4
7.7,.533,4.1,5.7,.539,3.1,59,6-9,2.6,11.3,7.07,7.9
2.6,.288,0.7,0.6,.848,0.5,57,6-3,2.0,2.3,-3.23,1.2
0.3,1.000,0.3,0.0,,0.0,4,,0.0,0.5,0.82,1.3
