fgapg,fgpct,fgpg,ftapg,ftpct,ftpg,games,height,pfpg,ptspg,sospg,trbpg
8.7,.490,4.2,3.2,.783,2.5,122,6-7,2.3,11.6,-2.76,6.0
3.1,.335,1.0,1.0,.624,0.6,105,6-5,0.8,2.7,-3.01,1.1
4.2,.399,1.7,1.4,.553,0.8,72,6-5,1.2,4.2,1.93,4.4
7.0,.493,3.4,2.9,.742,2.2,124,6-7,2.4,9.9,8.88,4.4
5.9,.478,2.8,2.7,.711,1.9,65,6-6,1.8,7.5,-2.23,2.9
3.3,.446,1.5,0.7,.778,0.6,25,6-9,2.0,3.9,-2.61,1.9
2.0,.400,0.8,0.0,,0.0,5,5-10,0.0,2.0,-0.85,0.2
1.3,.241,0.3,0.7,.655,0.4,44,6-0,0.2,1.2,3.01,1.3
7.1,.410,2.9,3.7,.700,2.6,30,5-9,2.3,8.4,-2.33,1.7
18.9,.449,8.5,5.3,.764,4.0,70,5-10,2.8,21.0,-1.75,3.9
0.5,.444,0.2,0.0,,0.0,20,5-10,0.0,0.5,9.43,0.3
0.0,,0.0,0.0,,0.0,3,6-2,0.0,0.0,7.20,0.3
,,0.0,0.0,,0.0,3,,0.3,0.0,,
0.6,.455,0.3,0.1,.000,0.0,34,6-9,0.6,0.6,2.68,0.5
1.9,.395,0.7,0.3,.429,0.1,23,,1.1,1.6,5.37,1.9
1.1,.450,0.5,0.4,.419,0.2,71,6-7,0.7,1.2,-2.74,1.1
4.1,.379,1.6,2.2,.605,1.3,35,6-2,1.7,4.5,-0.30,1.9
5.6,.411,2.3,0.7,.810,0.6,60,6-2,1.0,5.2,0.92,1.4
1.4,.222,0.3,0.2,.500,0.1,13,6-3,0.8,0.7,3.29,0.6
,,0.7,,,0.1,11,,,1.5,-0.38,
1.3,.400,0.5,0.6,.786,0.5,23,6-3,1.1,1.5,-6.55,0.7
0.9,.333,0.3,0.1,1.000,0.1,10,6-5,1.0,0.9,-9.76,0.7
0.0,,0.0,0.0,,0.0,1,6-2,0.0,0.0,-3.96,0.0
,,0.1,,,1.1,7,5-8,,1.4,1.58,
0.8,.217,0.2,0.1,.500,0.1,28,6-11,0.5,0.4,1.04,0.3
8.3,.270,2.2,2.3,.532,1.2,41,6-4,2.4,5.7,-3.22,6.7
8.0,.456,3.6,2.6,.704,1.9,94,6-6,2.4,10.2,5.37,4.8
10.2,.427,4.4,2.2,.760,1.7,101,6-6,,11.4,-11.78,3.1
3.1,.352,1.1,0.8,.595,0.5,47,6-5,0.6,2.9,0.71,0.9
8.8,.387,3.4,1.8,.789,1.4,132,5-11,1.7,9.5,9.12,2.1
3.4,.388,1.3,2.2,.717,1.6,85,6-1,2.4,4.2,3.93,1.5
4.5,.501,2.3,1.4,.583,0.8,128,6-9,,5.4,3.59,3.7
2.4,.386,0.9,0.5,.583,0.3,47,6-2,1.2,2.2,1.16,1.2
,,,,,,,,,,5.92,
7.5,.457,3.4,3.1,.763,2.4,64,6-2,2.1,9.6,10.68,3.9
2.1,.274,0.6,1.8,.452,0.8,35,6-3,2.1,1.9,2.05,1.7
